secs,miles,pickup,dropoff,hour,month,day,wday,company_id
240,1.1,69,40,8,1,1,Tue,1
660,3.3,35,40,12,1,2,Wed,1
600,3.4,36,40,19,1,2,Wed,1
900,8.0,32,40,10,1,3,Thu,1
1860,5.9,40,40,11,1,3,Thu,1
1140,9.7,32,40,14,1,3,Thu,1
780,7.6,28,40,15,1,3,Thu,1
600,3.3,35,40,15,1,3,Thu,1
1320,0.5,32,40,16,1,3,Thu,1
1140,8.0,32,40,17,1,3,Thu,1
660,3.4,35,40,13,1,4,Fri,1
720,2.6,39,40,18,1,4,Fri,1
1260,5.0,34,40,19,1,4,Fri,1
1080,7.7,28,40,19,1,4,Fri,1
2220,1.0,77,40,11,1,5,Sat,1
1020,0.5,8,40,11,1,5,Sat,1
720,4.2,42,40,11,1,6,Sun,1
900,2.2,39,40,22,1,6,Sun,1
600,4.5,34,40,22,1,6,Sun,1
720,2.8,43,40,8,1,7,Mon,1
660,3.1,39,40,11,1,7,Mon,1
1020,4.1,35,40,13,1,7,Mon,1
540,2.4,38,40,17,1,7,Mon,1
420,1.4,39,40,9,1,8,Tue,1
420,2.2,38,40,14,1,9,Wed,1
600,3.3,35,40,16,1,9,Wed,1
420,1.4,39,40,8,1,10,Thu,1
1500,11.0,8,40,9,1,10,Thu,1
1020,8.8,8,40,13,1,11,Fri,1
720,3.2,35,40,16,1,11,Fri,1
1680,5.4,40,40,16,1,11,Fri,1
600,1.1,41,40,18,1,11,Fri,1
960,9.7,24,40,23,1,11,Fri,1
780,4.3,43,40,9,1,12,Sat,1
300,1.2,40,40,21,1,12,Sat,1
1140,6.6,33,40,10,1,13,Sun,1
780,3.0,39,40,12,1,13,Sun,1
720,2.8,43,40,8,1,14,Mon,1
540,3.3,35,40,9,1,14,Mon,1
240,0.7,42,40,12,1,14,Mon,1
780,3.4,43,40,8,1,15,Tue,1
1260,8.0,28,40,13,1,15,Tue,1
300,1.2,41,40,14,1,15,Tue,1
300,2.1,38,40,8,1,16,Wed,1
